Total Hours,FTE,Headcount,Theoretical Min Headcount,Theoretical Max Headcount,People Below Min Hours,Min Weekly Hours,Max Weekly Hours,Min Days Off,Total Weekly Shuttles,Max FTE Allowed,Max Headcount Allowed,Num Occupations,Staff - Total Hours,Staff - FTE,Staff - Headcount,Staff - People Below Min Hours,Occupation 2 - Total Hours,Occupation 2 - FTE,Occupation 2 - Headcount,Occupation 2 - People Below Min Hours,Occupation 3 - Total Hours,Occupation 3 - FTE,Occupation 3 - Headcount,Occupation 3 - People Below Min Hours
9000.0,200.0,266,188,257,128,35.0,48.0,1.0,257,200.0,Unlimited,3,3067.5,68.17,92,32,2900.0,64.44,81,37,3032.5,67.39,93,59
